year,university,degree,value,lastvalue,Rank
2018,SMU,Business Management (Cum Laude and above),4000,4000,16
2018,SMU,Economics (Cum Laude and above),4000,4100,17
2018,SMU,Information Systems Management,4000,4000,18
2018,NTU,Accountancy and Business,4000,3500,19
2018,NTU,Computer Science,4000,3850,20
2018,NUS,Bachelor of Engineering (Chemical Engineering),4000,3600,21
2018,NUS,Bachelor of Engineering (Computer Engineering),3975,3900,22
2018,NUS,Bachelor of Business Administration (Hons),3895,3800,23
2018,NUS,Bachelor of Engineering (Industrial and Systems Engineering),3895,3875,24
2018,SUTD,Bachelor of Engineering (Engineering Systems and Design),3800,3850,25
2018,NTU,Aerospace Engineering,3800,3500,26
2018,NTU,Arts (with Education),3800,3600,27
2018,NTU,Science (with Education),3800,3525,28
2018,NTU,Computer Engineering,3775,3600,29
2018,NTU,Information Engineering and Media,3750,3700,30
2018,SIT,Bachelor of Arts with Honours in Criminology and Security,3729,3800,31
2018,SUTD,Bachelor of Engineering (Engineering Product Development),3700,3600,32
2018,SMU,Business Management,3700,3500,33
2018,SMU,Economics,3700,3700,34
2018,NUS,Bachelor of Engineering (Electrical Engineering),3700,3600,35
2018,NUS,Bachelor of Engineering (Mechanical Engineering),3700,3450,36
2018,NTU,Mathematical Sciences,3650,3500,37
2018,NUS,Bachelor of Science (Pharmacy) ,3650,3600,38
2018,NUS,Bachelor of Arts with Honours,3630,3500,39
2018,SIT,Bachelor of Engineering with Honours in Mechatronics,3600,3400,40
2018,SIT,Bachelor of Science in Computer Science and Game Design ,3600,3250,41
2018,SMU,Social Sciences (Cum Laude and above),3600,3630,42
2018,NTU,Chemical and Biomolecular Engineering,3600,3500,43
2018,NTU,Electrical and Electronic Engineering,3600,3600,44
2018,NTU,Mathematics and Economics,3600,3400,45
2018,NUS,Bachelor of Engineering (Materials Science and Engineering),3600,3388,46
2018,SIT,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),3550,3500,47
2018,SMU,Accountancy (Cum Laude and above),3550,3200,48
2018,NUS,Bachelor of Science (Nursing) (Hons),3550,3500,49
2018,NTU,Economics,3536,3240,50
2018,SIT,Bachelor of Engineering with Honours in Offshore Engineering ,3510,3300,51
2018,SIT,Bachelor of Engineering with Honours in Mechanical Design Engineering,3500,3200,52
2018,SIT,Bachelor of Science in Electrical Engineering and Information Technology,3500,3400,53
2018,SIT,Bachelor of Science with Honours in Nursing,3500,0,54
2018,NTU,Bioengineering,3500,3419,55
2018,NTU,Business,3500,3300,56
2018,NTU,Chinese,3500,3300,57
2018,NTU,Civil Engineering,3500,3400,58
2018,NTU,History,3500,3200,59
2018,NTU,Materials Engineering,3500,3375,60
2018,NTU,Mechanical Engineering,3500,3450,61
2018,NUS,Bachelor of Engineering (Civil Engineering),3500,3300,62
2018,SIT,Bachelor in Science (Occupational Therapy),3460,3300,63
2018,NUS,Bachelor of Science (Nursing),3450,3400,64
2018,NTU,Environmental Earth Systems Sciences ,3440,0,65
2018,NUS,Bachelor of Environmental Studies,3414,3300,66
2018,SIT,Bachelor of Engineering with Honours in Naval Architecture ,3400,3300,67
2018,SUSS,Bachelor of Science in Finance,3400,0,68
2018,NTU,Environmental Engineering,3400,3635,69
2018,NTU,Physics and Applied Physics,3400,3300,70
2018,NUS,Bachelor of Engineering (Environmental Engineering),3400,3350,71
2018,NUS,Bachelor of Science (Hons),3400,3300,72
2018,NUS,Bachelor of Social Sciences,3400,3300,73
2018,NUS,Bachelor of Engineering (Biomedical Engineering),3389,3300,74
2018,SIT,Bachelor of Engineering with Honours in Aerospace Systems,3380,3125,75
2018,NTU,Psychology,3370,3200,76
2018,SIT,Bachelor in Science (Diagnostic Radiography) ,3350,0,77
2018,NTU,Maritime Studies,3350,3320,78
2018,NTU,Public Policy and Global Affairs,3350,3395,79
2018,SIT,Bachelor of Engineering with Honours in Electrical Power Engineering,3343,3200,80
2018,SIT,Bachelor in Science (Physiotherapy),3300,3400,81
2018,SIT,Bachelor of Arts in Game Design ,3300,3000,82
2018,SIT,Bachelor of Engineering with Honours in Chemical Engineering,3300,3255,83
2018,NTU,Sports Science and Management,3300,3450,84
2018,NUS,Bachelor of Arts (Hons),3300,3360,85
2018,NUS,Bachelor of Science (Real Estate),3300,3000,86
2018,SIT,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,3253,3000,87
2018,SIT,Bachelor of Engineering with Honours in Marine Engineering,3250,3840,88
2018,NTU,Biological Sciences,3250,3200,89
2018,NUS,Bachelor of Arts (Industrial Design),3250,2920,90
2018,NUS,Bachelor of Business Administration,3225,3500,91
2018,NTU,Sociology,3220,3228,92
2018,SMU,Social Sciences,3210,3300,93
2018,SIT,Bachelor of Engineering with Honours in Aeronautical Engineering,3200,3200,94
2018,SIT,Bachelor of Science in Chemical Engineering,3200,3200,95
2018,NTU,Chemistry and Biological Chemistry,3200,3100,96
2018,NTU,Linguistics and Multilingual Studies,3200,3100,97
2018,NUS,Bachelor of Arts,3200,3000,98
2018,NUS,Bachelor of Business Administration (Accountancy) (Hons),3200,3125,99
2018,NUS,Bachelor of Science,3100,3082,100
2018,SIT,Bachelor of Accountancy with Honours,3075,3088,101
2018,NUS,Bachelor of Science (Project and Facilities Management),3060,3000,102
2018,NUS,Bachelor of Business Administration (Accountancy),3020,3025,103
2018,SUSS,Bachelor of Accountancy,3000,0,104
2018,SUSS,Bachelor of Science in Marketing,3000,0,105
2018,SMU,Accountancy,3000,3000,106
2018,NTU,Accountancy,3000,3000,107
2018,NTU,"Art, Design and Media",3000,2800,108
2018,NTU,Biomedical Sciences and Chinese Medicine ,3000,2500,109
2018,NTU,Communication Studies,3000,3000,110
2018,NTU,English,3000,3000,111
2018,NTU,Philosophy,3000,0,112
2018,SIT,Bachelor of Arts with Honours in Communication Design,2950,2700,113
2018,SIT,Bachelor of Science in Early Childhood Education,2925,2900,114
2018,SIT,Bachelor of Science with Honours in Food and Human Nutrition,2900,2700,115
2018,SIT,Bachelor of Hospitality Business with Honours,2825,0,116
2018,SIT,Bachelor of Fine Arts in Digital Arts and Animation,2800,3000,117
2018,SIT,Bachelor of Arts with Honours in Interior Design,2775,2700,118
2018,SIT,Bachelor of Business Administration in Food Business Management,2663,0,119
2018,NUS,Bachelor of Music,1800,2225,120
2018,SIT,Bachelor in Science (Radiation Therapy) **,na,na,na
2018,NTU,Aerospace Engineering and Economics **,na,na,na
2018,NTU,Biomedical Sciences **,na,na,na
2018,NTU,Business and Computer Engineering **,na,na,na
2018,NTU,Chemical and Biomolecular Engineering and Economics **,na,na,na
2018,NTU,Computer Engineering and Economics **,na,na,na
2018,NTU,Environmental Engineering and Economics **,na,na,na
2018,NTU,Medicine ,na,na,na
2018,NUS,Bachelor of Arts (Architecture)  **,na,na,na
2018,NUS,Bachelor of Computing (Communications and Media) **,na,na,na
2018,NUS,Bachelor of Computing (Computational Biology) **,na,na,na
2018,NUS,Bachelor of Computing (Electronic Commerce) **,na,na,na
2018,NUS,Bachelor of Computing (Information Security) **,na,na,na
2018,NUS,Bachelor of Engineering (Engineering Science) **,na,na,na
2018,NUS,Bachelor of Medicine and Bachelor of Surgery ,na,na,na
2018,NUS,Bachelor of Science (Computational Biology) **,na,na,na
2019,NTU,Medicine ,5700,0,1
2019,SMU,Law (Cum Laude and above) ,5550,5513,2
2019,NUS,Bachelor of Laws ,5400,5500,3
2019,NUS,Bachelor of Medicine and Bachelor of Surgery ,5237,5000,4
2019,SMU,Information Systems Management (Cum Laude and above),5000,4685,5
2019,NUS,Bachelor of Computing (Computer Science),5000,4320,6
2019,NUS,Bachelor of Science (Business Analytics),5000,4500,7
2019,SMU,Law ,4900,4500,8
2019,NTU,Business and Computing ,4833,4575,9
2019,SIT,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,4400,4016,10
2019,SUTD,Bachelor of Engineering (Information Systems Technology and Design),4400,4400,11
2019,SMU,Information Systems Management,4300,4000,12
2019,NUS,Bachelor of Computing (Information Systems),4228,4458,13
2019,SIT,Bachelor of Science with Honours in Computing Science,4200,4000,14
2019,NTU,Computer Science,4200,4000,15
2019,NUS,Bachelor of Dental Surgery,4200,4050,16
2019,SIT,Bachelor of Engineering with Honours in Information and Communications Technology (Software Engineering),4190,4000,17
2019,SMU,Business Management (Cum Laude and above),4167,4000,18
2019,NUS,Bachelor of Business Administration (Hons),4150,3895,19
2019,SIT,Bachelor of Engineering with Honours in Information and Communications Technology (Information Security),4100,0,20
2019,NUS,Bachelor of Arts (Architecture) ,4100,4000,21
2019,SMU,Economics (Cum Laude and above),4038,4000,22
2019,SUTD,Bachelor of Engineering (Engineering Product Development),4000,3700,23
2019,SUTD,Bachelor of Engineering (Engineering Systems and Design),4000,3800,24
2019,NTU,Accountancy and Business,4000,4000,25
2019,NTU,Computer Engineering,4000,3775,26
2019,NTU,Information Engineering and Media,4000,3750,27
2019,NUS,Bachelor of Business Administration,4000,3225,28
2019,NUS,Bachelor of Engineering (Computer Engineering),4000,3975,29
2019,NUS,Bachelor of Engineering (Electrical Engineering),4000,3700,30
2019,NUS,Bachelor of Engineering (Industrial and Systems Engineering),4000,3895,31
2019,NUS,Bachelor of Engineering (Materials Science and Engineering),4000,3600,32
2019,SIT,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ,3975,2625,33
2019,NUS,Bachelor of Engineering (Chemical Engineering),3950,4000,34
2019,SUTD,Bachelor of Science (Architecture and Sustainable Design) ,3900,4000,35
2019,SMU,Economics,3900,3700,36
2019,NTU,Public Policy and Global Affairs,3850,3350,37
2019,SIT,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),3842,3550,38
2019,SIT,Bachelor of Science in Computer Science and Game Design ,3800,3600,39
2019,SIT,Bachelor of Science with Honours in Nursing,3800,3500,40
2019,NTU,Aerospace Engineering,3800,3800,41
2019,NTU,Arts (with Education),3800,3800,42
2019,NTU,Chemical and Biomolecular Engineering,3800,3600,43
2019,NTU,Science (with Education),3800,3800,44
2019,SIT,Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),3750,0,45
2019,SMU,Business Management,3750,3700,46
2019,NUS,Bachelor of Engineering (Engineering Science) ,3750,3675,47
2019,NUS,Bachelor of Science (Pharmacy) ,3750,3650,48
2019,SIT,Bachelor of Engineering with Honours in Aerospace Systems,3700,3380,49
2019,NTU,Electrical and Electronic Engineering,3700,3600,50
2019,NTU,Mathematics and Economics,3700,3600,51
2019,NUS,Bachelor of Engineering (Mechanical Engineering),3700,3700,52
2019,SIT,Bachelor of Arts with Honours in Criminology and Security,3695,3729,53
2019,NUS,Bachelor of Arts with Honours,3684,3630,54
2019,SIT,Bachelor of Engineering with Honours in Pharmaceutical Engineering,3660,0,55
2019,NUS,Bachelor of Science (Nursing) (Hons),3650,3550,56
2019,SIT,Bachelor of Engineering with Honours in Mechatronics,3600,3600,57
2019,SMU,Accountancy (Cum Laude and above),3600,3550,58
2019,NTU,Business,3600,3500,59
2019,NTU,Materials Engineering,3600,3500,60
2019,NTU,Mechanical Engineering,3600,3500,61
2019,NUS,Bachelor of Business Administration (Accountancy) (Hons),3600,3200,62
2019,NUS,Bachelor of Engineering (Civil Engineering),3600,3500,63
2019,NTU,Mathematical Sciences,3599,3650,64
2019,NTU,Environmental Engineering,3510,3400,65
2019,SIT,Bachelor of Engineering with Honours in Aeronautical Engineering,3500,3200,66
2019,SIT,Bachelor of Engineering with Honours in Chemical Engineering,3500,3300,67
2019,SIT,Bachelor of Engineering with Honours in Electrical Power Engineering ,3500,3343,68
2019,SIT,Bachelor of Engineering with Honours in Mechanical Design Engineering,3500,3500,69
2019,SIT,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),3500,0,70
2019,SMU,Social Sciences,3500,3210,71
2019,SMU,Social Sciences (Cum Laude and above),3500,3600,72
2019,NTU,Bioengineering,3500,3500,73
2019,NTU,Civil Engineering,3500,3500,74
2019,NTU,Environmental Earth Systems Sciences ,3500,3440,75
2019,NTU,History,3500,3500,76
2019,NTU,Maritime Studies,3500,3350,77
2019,NTU,Philosophy ,3500,3000,78
2019,NTU,Physics and Applied Physics,3500,3400,79
2019,NUS,Bachelor of Arts (Hons),3500,3300,80
2019,NUS,Bachelor of Engineering (Biomedical Engineering),3500,3389,81
2019,NUS,Bachelor of Music,3500,1800,82
2019,NUS,Bachelor of Science (Hons) ,3500,3400,83
2019,NUS,Bachelor of Social Sciences,3500,3400,84
2019,SUSS,Bachelor of Science in Finance,3450,3400,85
2019,SIT,Bachelor in Science (Occupational Therapy),3425,3460,86
2019,SIT,Bachelor in Science (Physiotherapy),3400,3300,87
2019,NTU,Chemistry and Biological Chemistry,3400,3200,88
2019,NTU,Economics,3400,3536,89
2019,NTU,Psychology,3400,3370,90
2019,NUS,Bachelor of Engineering (Environmental Engineering),3400,3400,91
2019,NUS,Bachelor of Science (Real Estate),3400,3300,92
2019,NUS,Bachelor of Science (Nursing),3358,3450,93
2019,NTU,Sports Science and Management,3350,3300,94
2019,NUS,Bachelor of Environmental Studies,3325,3414,95
2019,SIT,Bachelor of Engineering with Honours in Marine Engineering ,3300,3500,96
2019,SIT,Bachelor of Science in Chemical Engineering,3300,3200,97
2019,NTU,Biological Sciences,3300,3250,98
2019,NTU,Sociology,3300,3220,99
2019,NUS,Bachelor of Arts (Industrial Design) ,3300,3250,100
2019,SIT,Bachelor of Arts in Game Design ,3220,3300,101
2019,NTU,Chinese,3210,3500,102
2019,NTU,Communication Studies,3200,3000,103
2019,NTU,Linguistics and Multilingual Studies,3200,3200,104
2019,NUS,Bachelor of Arts,3200,3200,105
2019,NUS,Bachelor of Science (Project and Facilities Management),3155,3060,106
2019,SIT,Bachelor of Fine Arts in Digital Arts and Animation,3150,2800,107
2019,SIT,Bachelor of Accountancy with Honours,3100,3075,108
2019,SIT,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ,3100,3253,109
2019,NUS,Bachelor of Science,3100,3100,110
2019,SMU,Accountancy,3050,3000,111
2019,SIT,Bachelor of Hospitality Business with Honours,3000,2825,112
2019,SUSS,Bachelor of Accountancy,3000,3000,113
2019,SUSS,Bachelor of Human Resource Management,3000,0,114
2019,SUSS,Bachelor of Science in Marketing,3000,3000,115
2019,NTU,Accountancy,3000,3000,116
2019,NTU,"Art, Design and Media",3000,3000,117
2019,NTU,Biomedical Sciences and Chinese Medicine ,3000,3000,118
2019,NTU,English,3000,3000,119
2019,NUS,Bachelor of Business Administration (Accountancy),3000,3020,120
2019,SIT,Bachelor of Food Technology with Honours,2975,0,121
2019,SIT,Bachelor of Arts with Honours in Communication Design,2800,2950,122
2019,SIT,Bachelor of Arts with Honours in Interior Design,2700,2775,123
2019,SIT,Bachelor of Business Administration in Food Business Management ,2625,2663,124
2019,SIT,Bachelor in Science (Diagnostic Radiography) **,na,na,na
2019,SIT,Bachelor in Science (Radiation Therapy) **,na,na,na
2019,SIT,Bachelor of Engineering with Honours in Naval Architecture **,na,na,na
2019,SIT,Bachelor of Engineering with Honours in Offshore Engineering **,na,na,na
2019,SIT,Bachelor of Science in Electrical Engineering and Information Technology **,na,na,na
2019,NTU,Aerospace Engineering and Economics **,na,na,na
2019,NTU,Business and Computer Engineering **,na,na,na
2019,NTU,Chemical and Biomolecular Engineering and Economics **,na,na,na
2019,NTU,Civil Engineering and Economics **,na,na,na
2019,NTU,Environmental Engineering and Economics **,na,na,na
2019,NTU,Materials Engineering and Economics **,na,na,na
2019,NTU,Mechanical Engineering and Economics **,na,na,na
2019,NUS,Bachelor of Computing (Electronic Commerce) **,na,na,na
2019,NUS,Bachelor of Computing (Information Security) **,na,na,na
2019,NUS,Bachelor of Science (Computational Biology) **,na,na,na
